"","V3.1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","solubility"
"1",0.10893473308874,0.187245590230665,0.0930640913081653,0.0895522388059702,0.290215588723051,0.0755597014925375,0,0.125799573560768,0.112514351320322,0.402985074626866,0.796543597800471,0,0.114921261461289,1,0.413839891451832,0.375768217734855,0.100497512437811,0.388059701492537,0.429323968393329,0.623548922056384,0.34
"2",0.215989182289763,0.296624099127576,0.112738280291254,0.250347705146036,0.0540874671611806,0.316846314325452,0.189055680782696,0.322372342539241,0.1677543596876,0.292906815020863,0.445355391259789,0.245380488774091,0.287248512435007,0.335465924895687,0.316222025540524,0.288881616624397,0.20602688919796,0.144645340751044,0.293381330278983,0.443053623860299,0.07
"3",0.174163178572438,0.357420357420357,0.213172448466566,0.205128205128205,0.249287749287749,0.367788461538462,0.150604185086944,0.378205128205129,0.289940828402367,0.230769230769231,0.456140350877192,0.0793650793650795,0.309458218549126,0.314957264957264,0.355477855477855,0.457264957264958,0.0863247863247862,0.388888888888889,0.286827551533435,0.267806267806267,0.08
"4",0.468719172647882,0.220600500417014,0.171613599568268,0.288990825688073,0.0668960244648317,0.301892201834862,0.300221448908574,0.415629095674968,0.328510938602681,0.148623853211009,0.301303718010622,0.0745412844036697,0.265309475067606,0.307339449541283,0.178065054211843,0.332029141932003,0.200764525993884,0.178899082568808,0.153939557474366,0.443170234454637,0.31
"5",0.399870705612764,0.165186165186165,0.311116546410664,0.249480249480249,0.181912681912682,0.315748440748441,0.272134203168687,0.324175824175825,0.25075963537502,0.246985446985447,0.31578947368421,0.144787644787645,0.153153153153152,0.292515592515592,0.242109242109242,0.327137091842975,0.265973665973666,0.216216216216216,0.239207533325181,0.314853314853314,0.49
"6",0.214854505720291,0.276941601444912,0.0825866770549281,0.198675496688742,0.160963944076527,0.335264900662251,0.483443708609273,0.279091769157995,0.19969434538971,0.357615894039735,0.434994771697454,0.169110690633869,0.298597048145512,0.310596026490065,0.257074051776038,0.521036229061162,0.133774834437086,0.0430463576158941,0.317491234904559,0.242089771891096,0.03
"7",0.349279254459443,0.327728697634654,0.136824635810437,0.394984326018808,0.0609543712991988,0.396747648902821,0.173602853745542,0.343484102104792,0.0945261634916809,0.406269592476489,0.424682395644283,0.247424988804299,0.312434691745036,0.168025078369905,0.27814192077515,0.315692421169095,0.0949843260188087,0.0815047021943574,0.300571639314034,0.245559038662486,0.29
"8",0.412150130659,0.134032634032634,0.119909502262443,0.192307692307692,0.0623219373219372,0.551682692307692,0.25817860300619,0.216117216117216,0.0483234714003944,0.45,0.157894736842105,0.238095238095239,0.546831955922863,0.171794871794871,0.426573426573427,0.524509803921569,0.107905982905983,0,0.122926093514329,0.502136752136751,0.95
"9",0.296071862269338,0.270095160963758,0.249967247478056,0.280623608017817,0.173224449393714,0.394626948775055,0.156977190691959,0.403595291123131,0.201473359602535,0.517149220489978,0.256007502051342,0.258510976773783,0.279083607895107,0.208908685968819,0.259364243774043,0.252325429058038,0.112472160356347,0.0289532293986637,0.320319664614176,0.348923533778767,0.3
"10",0.301981529633281,0.27511961722488,0.143575851393189,0.236842105263157,0.191885964912281,0.43297697368421,0.149047186932849,0.304981203007519,0.0743927125506072,0.230921052631579,0.405124653739612,0.290178571428572,0.52894374365666,0.220394736842105,0.383074162679426,0.414086687306502,0.110745614035088,0.0855263157894737,0.126160990712075,0.377923976608187,0.62
"11",0.393306588998186,0.154168412232928,0.172404445649228,0.317972350230414,0.112007168458781,0.314948156682028,0.336405529953918,0.339861751152074,0.138957816377171,0.248847926267282,0.312151346107203,0.224654377880184,0.196887179291871,0.29331797235023,0.217218265605362,0.362564380590947,0.209447004608295,0.23963133640553,0.375576036866361,0.312852022529441,0.43
"12",0.287088251181139,0.243220194439706,0.292462200640106,0.382739212007504,0.0912028351052741,0.3609287054409,0.236138966164198,0.253015277405522,0.169721460528214,0.364727954971858,0.385109114249036,0.226480836236934,0.229456426795672,0.289118198874296,0.249701517994201,0.247985873523894,0.20844277673546,0.26829268292683,0.269837766250967,0.254742547425474,0.65
"13",0.231775680450931,0.23101363123911,0.267126467272365,0.351747463359638,0.0657647500939496,0.405228297632469,0.232710026046729,0.375342245128041,0.195473072586939,0.347012401352875,0.323977926778615,0.251248188114028,0.214674157791918,0.256820744081172,0.225069181100748,0.305126334637576,0.159413754227734,0.161217587373168,0.454008886530938,0.300263059000375,0.16
"14",0.472110479626261,0.132756132756132,0.168253968253968,0.314285714285714,0.0154320987654321,0.466071428571428,0.119868637110017,0.341156462585035,0.0598290598290598,0.385714285714286,0.215037593984962,0.390589569160998,0.236704709431981,0.202063492063492,0.325685425685426,0.289729225023343,0.144285714285714,0.0619047619047619,0.0456582633053223,0.563668430335096,0.95
"18",0.336289444828358,0.188544403573305,0.223461407684461,0.381502890173409,0.112395632626846,0.333598265895953,0.14550528204106,0.37027250206441,0.130724766562916,0.293410404624278,0.417645269242471,0.263005780346821,0.232720266246276,0.224624277456646,0.346190225959012,0.261951717103027,0.182928709055877,0.120231213872832,0.232777966678001,0.350160565189466,0.9
"19",0.466753197587951,0.365079365079365,0.247432306255836,0.238095238095238,0.0771604938271604,0.401785714285714,0.0799124247400112,0.301020408163266,0.239316239316239,0.385714285714286,0.423558897243106,0.257936507936509,0.124491669946215,0.319047619047618,0.0880230880230882,0.149859943977591,0.133597883597884,0.30952380952381,0.0760971055088705,0.373015873015872,0.84
"21",0.357380978644573,0.179070299977101,0.267002518891688,0.33249370277078,0.0244892247411139,0.216782115869017,0.456527403804396,0.339690536164088,0.018988568106956,0.272040302267003,0.351584250298289,0.268981648074848,0.0659422250903812,0.118136020151133,0.251431188458897,0.348792413690918,0.279848866498741,0.0327455919395466,0.21736553563491,0.473551637279596,0.65
"22",0.343535710706769,0.184651711924439,0.226737967914439,0.311688311688311,0.0252525252525252,0.289285714285714,0.35306762203314,0.284601113172542,0.117482517482517,0.322597402597403,0.298564593301435,0.253246753246753,0.0691138063038888,0.139220779220779,0.273671782762692,0.408708938120703,0.27982683982684,0.0337662337662338,0.249045072574485,0.501875901875901,0.71
"23",0.240376884480665,0.291754756871035,0.145006839945281,0.223255813953488,0.180878552971576,0.541569767441863,0.257578187650361,0.176411960132891,0.175313059033989,0.376744186046512,0.515544675642593,0.237541528239203,0.339970529822537,0.249302325581395,0.154756871035941,0.380574555403558,0.156589147286822,0.181395348837209,0.267578659370726,0.242894056847545,0.52
"25",0.424984557967211,0.389830508474576,0.193752077102027,0.288135593220338,0.329566854990584,0.300317796610169,0.312877459575298,0.226190476190477,0.170360712733594,0.198305084745763,0.3942908117752,0.18361581920904,0.135359760937573,0.227118644067796,0.23497688751926,0.320039880358923,0.199717514124294,0.183615819209039,0.162512462612164,0.265536723163841,0.32
"27",0.416156645003889,0.150188756249362,0.237934904601571,0.336700336700336,0.0982042648709314,0.306818181818182,0.13560896319517,0.293249959916627,0.169213502546836,0.363636363636364,0.331738437001594,0.338704505371173,0.202214987338954,0.233108866442199,0.255178043056831,0.35320525516604,0.185147774036663,0.0729517396184062,0.301313791509871,0.369248035914702,0.46
"28",0.369652460643543,0.149350649350649,0.204131652661064,0.357142857142856,0.260416666666666,0.301339285714285,0.0899014778325127,0.451530612244898,0.224358974358974,0.273214285714286,0.305451127819548,0.303996598639456,0.174586776859503,0.159523809523809,0.148538961038961,0.280987394957983,0.180357142857143,0.0773809523809524,0.228291316526611,0.62169312169312,0.87
"31",0.257468721698745,0.254035683942226,0.116547553600879,0.476635514018691,0.0454309449636552,0.425817757009346,0.188204962939092,0.393858477970628,0.10567936736161,0.353271028037383,0.306935563207083,0.390520694259013,0.247341726526093,0.156542056074766,0.259133389974511,0.147058823529412,0.173052959501558,0,0.313633864760859,0.463655244029075,1
